age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
42,Private,175935,High School Grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1980,46,United-States,<=50K
41,Private,53956,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,1980,56,United-States,<=50K
28,Private,184723,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,1980,35,United-States,<=50K
41,Federal-gov,185616,High School Grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,<=50K
58,Private,126104,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,0,1980,45,United-States,<=50K
40,Private,139193,High School Grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1980,48,United-States,<=50K
31,Private,184306,Associate's degree,11,Never-married,Transport-moving,Own-child,White,Male,0,1980,60,United-States,<=50K
30,Private,207301,High School Grad,9,Never-married,Sales,Not-in-family,White,Female,0,1980,40,United-States,<=50K
34,Private,198103,High School Grad,9,Never-married,Transport-moving,Own-child,White,Male,0,1980,40,United-States,<=50K
45,Private,100651,High School Grad,9,Divorced,Other-service,Not-in-family,White,Male,0,1980,40,United-States,<=50K
50,Private,104501,High School Grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,40,United-States,<=50K
40,Private,207578,Associate's degree,12,Married,Tech-support,Husband,White,Male,0,1977,60,United-States,>50K
41,Private,445382,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,65,United-States,>50K
49,Private,192776,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
37,Private,22463,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,1977,40,United-States,>50K
36,Self-employed,108293,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,1977,45,United-States,>50K
35,Private,199352,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,80,United-States,>50K
29,Self-employed,260729,High School Grad,9,Married,Sales,Wife,White,Female,0,1977,25,United-States,>50K
50,Private,133963,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,1977,40,United-States,>50K
46,Private,129007,Bachelors,13,Married,Sales,Husband,White,Male,0,1977,40,United-States,>50K
44,Self-employed,179557,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
42,Local-gov,111252,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
38,Federal-gov,338320,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
45,Private,192835,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
43,Local-gov,147328,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
47,Self-employed,139268,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
58,Self-employed,349910,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
48,Private,331482,Professional Degree,15,Married,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
42,Local-gov,245307,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,48,United-States,>50K
55,Private,153484,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
32,Private,295589,Masters,14,Married,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,>50K
45,Local-gov,160472,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
56,Private,192869,Masters,14,Married,Craft-repair,Husband,White,Male,0,1977,44,United-States,>50K
38,Private,234901,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
45,Private,33300,Associate's degree,11,Married,Sales,Husband,White,Male,0,1977,50,United-States,>50K
49,Private,101825,Masters,14,Married,Prof-specialty,Wife,White,Female,0,1977,40,United-States,>50K
36,Private,183612,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
49,Private,185041,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
30,Private,315640,Doctorate,16,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,40,China,>50K
42,Self-employed,123838,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
55,Private,31905,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
34,Private,181091,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
54,Private,88278,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
42,Self-employed,323790,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,70,United-States,>50K
25,Local-gov,90730,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
55,Self-employed,138594,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
58,State-gov,194068,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
62,Private,218009,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,1977,60,United-States,>50K
43,Self-employed,221172,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
57,Local-gov,174132,Masters,14,Married,Prof-specialty,Wife,Black,Female,0,1977,40,United-States,>50K
42,Self-employed,277256,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
63,Self-employed,35021,Bachelors,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,32,China,>50K
47,Self-employed,213668,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
37,Private,99146,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
40,Private,209547,Bachelors,13,Married,Sales,Husband,White,Male,0,1977,60,United-States,>50K
43,Private,118308,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
43,State-gov,33331,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,70,United-States,>50K
41,Self-employed,200574,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
32,Private,204374,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
47,Private,189680,Bachelors,13,Married,Sales,Husband,White,Male,0,1977,40,United-States,>50K
34,Private,189759,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
36,Private,32776,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
47,Local-gov,285060,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,41,United-States,>50K
52,Private,23780,Associate's degree,11,Married,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
40,Self-employed,284706,Professional Degree,15,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,1977,60,United-States,>50K
42,Self-employed,130126,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
51,Private,102615,Masters,14,Married,Protective-serv,Husband,White,Male,0,1977,40,United-States,>50K
55,Private,208311,Masters,14,Married,Tech-support,Husband,White,Male,0,1977,20,United-States,>50K
38,Private,111499,High School Grad,9,Married,Sales,Husband,White,Male,0,1977,99,United-States,>50K
60,Federal-gov,165630,High School Grad,9,Married,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
55,Private,124808,Associate's degree,11,Married,Prof-specialty,Husband,White,Male,0,1977,50,Germany,>50K
47,Local-gov,29819,Masters,14,Married,Exec-managerial,Husband,Black,Male,0,1977,50,United-States,>50K
46,Private,102771,Masters,14,Married,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
35,Private,86648,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
59,Self-employed,223215,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
57,Private,437727,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
46,Federal-gov,213140,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
52,Private,168553,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,1977,40,United-States,>50K
45,Private,363677,Doctorate,16,Married,Prof-specialty,Wife,White,Female,0,1977,30,United-States,>50K
37,Private,241998,Bachelors,13,Married,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
46,Private,337050,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
44,Private,157249,Bachelors,13,Married,Prof-specialty,Husband,Black,Male,0,1977,50,United-States,>50K
45,Private,84298,Associate's degree,11,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
43,Private,55213,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,1977,52,United-States,>50K
54,Local-gov,185846,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
50,Private,150999,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
51,Private,199688,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
45,Private,225456,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
36,Private,192939,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
27,Private,183627,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
36,Private,189404,Bachelors,13,Married,Sales,Husband,White,Male,0,1977,35,United-States,>50K
53,Private,152810,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
51,Local-gov,123011,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,35,United-States,>50K
28,Private,114158,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,1977,24,United-States,>50K
45,Private,233511,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
45,Local-gov,159816,Masters,14,Married,Prof-specialty,Wife,White,Female,0,1977,35,United-States,>50K
39,Self-employed,202027,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
39,Private,218490,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
55,Self-employed,248841,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
49,Private,137192,Bachelors,13,Married,Sales,Husband,Asian-Pac-Islander,Male,0,1977,50,South,>50K
53,Self-employed,100109,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
31,Private,183043,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,48,United-States,>50K
42,Self-employed,188738,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,1977,60,Italy,>50K
39,Private,201410,Bachelors,13,Married,Transport-moving,Husband,White,Male,0,1977,45,Philippines,>50K
60,Self-employed,282066,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
26,Private,291968,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
37,Private,126569,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
45,State-gov,103406,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
37,Private,109133,Associate's degree,12,Married,Sales,Husband,White,Male,0,1977,45,United-States,>50K
32,Private,195602,Bachelors,13,Married,Sales,Husband,White,Male,0,1977,45,United-States,>50K
39,Self-employed,135500,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
45,Private,145636,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,43,United-States,>50K
41,Private,137126,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
36,Self-employed,36270,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,1977,65,United-States,>50K
51,State-gov,285747,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
56,Self-employed,94156,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
53,Federal-gov,271544,High School Grad,9,Married,Adm-clerical,Husband,Black,Male,0,1977,40,United-States,>50K
40,Self-employed,175943,Associate's degree,11,Married,Prof-specialty,Wife,White,Female,0,1977,15,United-States,>50K
57,Private,141570,Masters,14,Married,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,>50K
50,Local-gov,124963,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,1977,35,United-States,>50K
34,Private,112115,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,55,United-States,>50K
35,Private,99357,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,1977,30,United-States,>50K
30,Self-employed,404062,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,1977,15,United-States,>50K
53,Local-gov,200190,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,55,United-States,>50K
31,State-gov,207505,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,1977,70,United-States,>50K
37,Private,135436,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
34,Private,345705,Bachelors,13,Married,Sales,Husband,White,Male,0,1977,50,United-States,>50K
36,Private,126675,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
40,Private,107433,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
33,Private,133503,High School Grad,9,Married,Sales,Husband,White,Male,0,1977,45,United-States,>50K
40,Private,46990,Doctorate,16,Married,Prof-specialty,Wife,White,Female,0,1977,20,United-States,>50K
46,Self-employed,216414,Masters,14,Married,Sales,Husband,White,Male,0,1977,60,United-States,>50K
54,Private,182314,Doctorate,16,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
39,Private,134367,Masters,14,Married,Prof-specialty,Wife,White,Female,0,1977,24,United-States,>50K
31,Private,147284,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,1977,99,United-States,>50K
51,Private,172046,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
55,Private,175942,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,1977,55,United-States,>50K
36,Private,145576,Masters,14,Married,Adm-clerical,Husband,White,Male,0,1977,40,Japan,>50K
41,Self-employed,93227,Bachelors,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1977,60,Taiwan,>50K
38,Private,172538,Bachelors,13,Married,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
47,Private,239865,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,1977,45,United-States,>50K
39,Local-gov,180686,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
59,Private,170104,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
54,Private,511668,Doctorate,16,Married,Exec-managerial,Husband,White,Male,0,1977,43,United-States,>50K
54,Self-employed,109418,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,1977,35,United-States,>50K
31,Private,110643,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
46,Private,261059,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
57,Private,140426,Doctorate,16,Married,Tech-support,Husband,White,Male,0,1977,40,Germany,>50K
36,Private,386726,Masters,14,Married,Prof-specialty,Wife,White,Female,0,1977,44,United-States,>50K
44,Private,340885,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,0,1977,40,United-States,>50K
33,Private,149184,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
55,Private,368797,Masters,14,Married,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
36,Private,218689,Masters,14,Married,Sales,Husband,White,Male,0,1977,50,United-States,>50K
49,Local-gov,298445,Professional Degree,15,Married,Prof-specialty,Wife,White,Female,0,1977,60,United-States,>50K
41,Private,347653,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
40,Private,320451,Doctorate,16,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,45,Hong,>50K
43,Private,170730,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
